Country,Survey,Pop Class,Foodex L1,Metrics,Nr Subjetcs,Nr Consumers,Mean,STD,P5,P10,Median,P95,P97.5,P99,Comment
Denmark,Danish Dietary Survey,Other children,Meat and meat products (including edible offal),A.01.000727,490,489,98.30,40.94,42.47,49.09,92.93,172.64,190.93,225.06, 
Denmark,Danish Dietary Survey,Other children,Fish and other seafood (including amphibians. rept,A.01.000876,490,408,12.18,12.59,0.00,0.00,8.60,38.84,44.58,62.47, 
Denmark,Danish Dietary Survey,Other children,Milk and dairy products,A.01.000948,490,490,528.69,256.81,192.00,249.42,484.23,961.98,1.073.00,1.386.44, 
Denmark,Danish Dietary Survey,Other children,Eggs and egg products,A.01.001252,490,488,12.66,9.98,1.67,3.05,10.00,32.17,35.75,48.87, 
Denmark,Danish Dietary Survey,Other children,Sugar and confectionary,A.01.001267,490,488,38.86,21.80,12.35,17.30,34.72,78.55,87.67,102.09, 
Denmark,Danish Dietary Survey,Other children,Animal and vegetable fats and oils,A.01.001346,490,490,28.27,12.30,11.05,13.76,26.58,49.80,56.90,65.03, 
Denmark,Danish Dietary Survey,Other children,Fruit and vegetable juices,A.01.001394,490,477,123.83,109.04,7.14,15.21,95.55,323.57,402.30,477.14, 
Denmark,Danish Dietary Survey,Other children,Non-alcoholic beverages (excepting milk based beve,A.01.001470,490,457,183.36,159.45,0.00,21.43,149.00,478.57,564.29,728.57, 
Denmark,Danish Dietary Survey,Other children,Alcoholic beverages,A.01.001534,490,17,0.70,4.87,0.00,0.00,0.00,0.00,2.60,23.57, 
Denmark,Danish Dietary Survey,Other children,Drinking water (water without any additives except,A.01.001573,490,490,505.52,291.18,159.98,199.09,448.11,1.051.74,1.237.13,1.441.74, 
Denmark,Danish Dietary Survey,Other children,Herbs. spices and condiments,A.01.001580,490,490,13.62,9.27,2.60,3.75,11.93,31.70,36.70,43.42, 
Denmark,Danish Dietary Survey,Other children,Food for infants and small children,A.01.001715,490,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
Denmark,Danish Dietary Survey,Other children,Products for special nutritional use,A.01.001748,490,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
Denmark,Danish Dietary Survey,Other children,Composite food (including frozen products),A.01.001789,490,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
Denmark,Danish Dietary Survey,Other children,Snacks. desserts. and other foods,A.01.001877,490,415,19.25,18.12,0.00,0.00,14.29,53.57,64.29,83.57, 
Denmark,Danish Dietary Survey,Adolescents,Grains and grain-based products,A.01.000001,479,479,210.12,73.33,110.06,130.04,195.94,348.53,372.87,425.10, 
Denmark,Danish Dietary Survey,Adolescents,Vegetables and vegetable products (including fungi,A.01.000317,479,479,128.51,84.68,28.24,43.25,111.28,293.03,355.18,419.32, 
Denmark,Danish Dietary Survey,Adolescents,Starchy roots and tubers,A.01.000467,479,461,93.38,73.13,0.58,17.06,80.80,238.69,288.84,340.51, 
Denmark,Danish Dietary Survey,Adolescents,Legumes. nuts and oilseeds,A.01.000486,479,329,4.88,7.66,0.00,0.00,1.41,22.31,27.14,37.68, 
Denmark,Danish Dietary Survey,Adolescents,Fruit and fruit products,A.01.000544,479,468,105.16,103.94,1.97,5.57,80.36,309.00,380.98,460.71, 
Denmark,Danish Dietary Survey,Adolescents,Meat and meat products (including edible offal),A.01.000727,479,479,118.28,50.11,45.31,59.85,111.12,214.78,239.52,271.88, 
Denmark,Danish Dietary Survey,Adolescents,Fish and other seafood (including amphibians. rept,A.01.000876,479,406,12.27,13.80,0.00,0.00,8.52,41.96,48.18,58.13, 
Denmark,Danish Dietary Survey,Adolescents,Milk and dairy products,A.01.000948,479,479,501.95,295.77,130.95,177.45,449.81,1.094.59,1.197.84,1.476.43, 
Denmark,Danish Dietary Survey,Adolescents,Eggs and egg products,A.01.001252,479,473,13.60,11.96,0.67,2.05,10.41,35.43,42.20,56.99, 
Denmark,Danish Dietary Survey,Adolescents,Sugar and confectionary,A.01.001267,479,479,44.03,34.65,5.46,10.44,35.53,107.57,126.02,157.73, 
Denmark,Danish Dietary Survey,Adolescents,Animal and vegetable fats and oils,A.01.001346,479,479,26.77,14.05,8.77,11.11,23.69,54.82,62.09,71.27, 
Denmark,Danish Dietary Survey,Adolescents,Fruit and vegetable juices,A.01.001394,479,446,154.07,155.42,0.00,5.71,108.57,462.86,591.43,725.71, 
Denmark,Danish Dietary Survey,Adolescents,Non-alcoholic beverages (excepting milk based beve,A.01.001470,479,459,329.34,267.64,28.57,57.14,258.57,885.71,1.142.86,1.328.57, 
Denmark,Danish Dietary Survey,Adolescents,Alcoholic beverages,A.01.001534,479,104,44.45,144.23,0.00,0.00,0.00,330.00,522.86,821.43, 
Denmark,Danish Dietary Survey,Adolescents,Drinking water (water without any additives except,A.01.001573,479,479,657.89,477.22,127.15,179.61,556.38,1.408.21,1.799.73,2.795.23, 
Denmark,Danish Dietary Survey,Adolescents,Herbs. spices and condiments,A.01.001580,479,479,13.75,9.84,2.77,4.26,11.03,34.44,37.42,43.69, 
Denmark,Danish Dietary Survey,Adolescents,Food for infants and small children,A.01.001715,479,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
Denmark,Danish Dietary Survey,Adolescents,Products for special nutritional use,A.01.001748,479,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
Denmark,Danish Dietary Survey,Adolescents,Composite food (including frozen products),A.01.001789,479,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
Denmark,Danish Dietary Survey,Adolescents,Snacks. desserts. and other foods,A.01.001877,479,385,18.50,19.70,0.00,0.00,14.29,60.00,71.43,85.71, 
Denmark,Danish Dietary Survey,Adults,Grains and grain-based products,A.01.000001,2.822,2.822,216.98,83.63,97.40,119.70,207.84,358.98,406.35,456.58, 
Denmark,Danish Dietary Survey,Adults,Vegetables and vegetable products (including fungi,A.01.000317,2.822,2.822,162.08,102.73,43.44,60.75,141.44,350.61,424.32,528.33, 
Denmark,Danish Dietary Survey,Adults,Starchy roots and tubers,A.01.000467,2.822,2.773,109.92,83.93,6.37,22.53,91.15,268.96,327.57,387.60, 
Denmark,Danish Dietary Survey,Adults,Legumes. nuts and oilseeds,A.01.000486,2.822,2.341,9.76,13.81,0.00,0.00,5.12,33.81,47.01,63.27, 
Denmark,Danish Dietary Survey,Adults,Fruit and fruit products,A.01.000544,2.822,2.758,151.70,138.07,2.86,13.65,117.99,417.34,515.33,619.29, 
Denmark,Danish Dietary Survey,Adults,Meat and meat products (including edible offal),A.01.000727,2.822,2.821,135.60,64.73,51.10,65.38,123.19,257.56,289.22,339.54, 
Denmark,Danish Dietary Survey,Adults,Fish and other seafood (including amphibians. rept,A.01.000876,2.822,2.527,18.23,18.68,0.00,0.00,13.02,54.68,66.92,83.36, 
Denmark,Danish Dietary Survey,Adults,Milk and dairy products,A.01.000948,2.822,2.822,376.07,281.61,53.79,82.28,318.76,899.50,1.059.91,1.327.13, 
Denmark,Danish Dietary Survey,Adults,Eggs and egg products,A.01.001252,2.822,2.791,16.18,14.65,1.42,2.50,12.40,44.00,54.04,65.24, 
Denmark,Danish Dietary Survey,Adults,Sugar and confectionary,A.01.001267,2.822,2.745,34.72,29.93,1.94,4.78,28.34,85.81,108.48,136.16, 
Denmark,Danish Dietary Survey,Adults,Animal and vegetable fats and oils,A.01.001346,2.822,2.822,31.81,19.34,8.83,11.74,27.90,67.60,78.84,93.13, 
Denmark,Danish Dietary Survey,Adults,Fruit and vegetable juices,A.01.001394,2.822,2.214,94.91,125.54,0.00,0.00,51.43,331.43,423.29,540.00, 
Denmark,Danish Dietary Survey,Adults,Non-alcoholic beverages (excepting milk based beve,A.01.001470,2.822,2.810,1019.43,618.93,200.00,328.57,928.57,2.085.71,2.542.86,3.028.57, 
Denmark,Danish Dietary Survey,Adults,Alcoholic beverages,A.01.001534,2.822,2.378,300.13,396.98,0.00,0.00,181.43,977.14,1.381.43,1.744.29, 
Denmark,Danish Dietary Survey,Adults,Drinking water (water without any additives except,A.01.001573,2.822,2.819,910.68,699.72,87.88,156.71,754.00,2.287.71,2.602.32,3.212.36, 
Denmark,Danish Dietary Survey,Adults,Herbs. spices and condiments,A.01.001580,2.822,2.822,12.12,9.33,2.38,3.22,9.82,29.46,35.43,46.15, 
Denmark,Danish Dietary Survey,Adults,Food for infants and small children,A.01.001715,2.822,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
Denmark,Danish Dietary Survey,Adults,Products for special nutritional use,A.01.001748,2.822,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
Denmark,Danish Dietary Survey,Adults,Composite food (including frozen products),A.01.001789,2.822,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
Denmark,Danish Dietary Survey,Adults,Snacks. desserts. and other foods,A.01.001877,2.822,1.646,10.28,14.55,0.00,0.00,6.43,40.00,50.00,68.57, 
Denmark,Danish Dietary Survey,Elderly,Grains and grain-based products,A.01.000001,309,309,197.06,80.33,91.53,109.56,182.64,347.64,384.75,435.24, 
Denmark,Danish Dietary Survey,Elderly,Vegetables and vegetable products (including fungi,A.01.000317,309,309,146.37,94.01,27.94,44.90,126.93,317.85,397.52,435.68, 
Denmark,Danish Dietary Survey,Elderly,Starchy roots and tubers,A.01.000467,309,306,144.46,91.22,25.21,42.98,135.08,316.63,366.62,418.04, 
Denmark,Danish Dietary Survey,Elderly,Legumes. nuts and oilseeds,A.01.000486,309,247,7.93,11.84,0.00,0.00,3.78,29.21,36.37,53.65, 
Denmark,Danish Dietary Survey,Elderly,Fruit and fruit products,A.01.000544,309,305,196.57,157.83,11.36,28.96,165.54,491.17,654.00,695.71, 
Denmark,Danish Dietary Survey,Elderly,Meat and meat products (including edible offal),A.01.000727,309,309,120.50,55.21,46.19,62.52,106.69,221.41,253.87,270.60, 
Denmark,Danish Dietary Survey,Elderly,Fish and other seafood (including amphibians. rept,A.01.000876,309,284,23.78,18.64,0.00,1.29,20.84,56.52,66.97,86.80, 
Denmark,Danish Dietary Survey,Elderly,Milk and dairy products,A.01.000948,309,309,342.88,239.80,44.92,61.99,291.52,761.76,960.59,1.082.87, 
Denmark,Danish Dietary Survey,Elderly,Eggs and egg products,A.01.001252,309,307,18.79,16.90,2.14,3.57,15.62,44.67,60.84,68.91, 
Denmark,Danish Dietary Survey,Elderly,Sugar and confectionary,A.01.001267,309,300,29.03,25.90,1.10,2.94,22.56,79.02,93.94,116.25, 
Denmark,Danish Dietary Survey,Elderly,Animal and vegetable fats and oils,A.01.001346,309,309,34.51,20.62,9.24,12.52,31.93,67.10,80.94,115.95, 
Denmark,Danish Dietary Survey,Elderly,Fruit and vegetable juices,A.01.001394,309,219,77.47,115.39,0.00,0.00,25.71,295.71,404.41,502.86, 
Denmark,Danish Dietary Survey,Elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,309,309,1022.40,457.02,400.00,514.29,971.43,1.828.57,2.057.14,2.264.29, 
Denmark,Danish Dietary Survey,Elderly,Alcoholic beverages,A.01.001534,309,277,322.64,359.65,0.00,0.00,230.00,920.00,1.204.29,1.474.29, 
Denmark,Danish Dietary Survey,Elderly,Drinking water (water without any additives except,A.01.001573,309,309,748.72,614.52,37.16,89.45,579.95,1.923.05,2.345.33,2.560.46, 
Denmark,Danish Dietary Survey,Elderly,Herbs. spices and condiments,A.01.001580,309,309,7.29,5.26,1.67,2.09,6.10,16.61,22.40,22.72, 
Denmark,Danish Dietary Survey,Elderly,Food for infants and small children,A.01.001715,309,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
Denmark,Danish Dietary Survey,Elderly,Products for special nutritional use,A.01.001748,309,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
Denmark,Danish Dietary Survey,Elderly,Composite food (including frozen products),A.01.001789,309,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
Denmark,Danish Dietary Survey,Elderly,Snacks. desserts. and other foods,A.01.001877,309,130,6.44,10.28,0.00,0.00,0.00,28.57,35.71,42.86, 
Denmark,Danish Dietary Survey,Very elderly,Grains and grain-based products,A.01.000001,20,20,203.09,68.52,90.61,110.22,201.30,277.27,405.45,405.45,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,Danish Dietary Survey,Very elderly,Vegetables and vegetable products (including fungi,A.01.000317,20,20,131.94,84.64,10.77,11.42,125.34,232.93,368.51,368.51,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,Danish Dietary Survey,Very elderly,Starchy roots and tubers,A.01.000467,20,20,175.65,120.79,23.93,45.79,129.00,405.92,409.86,409.86,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,Danish Dietary Survey,Very elderly,Legumes. nuts and oilseeds,A.01.000486,20,16,9.84,10.37,0.00,0.00,6.66,29.45,34.93,34.93,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,Danish Dietary Survey,Very elderly,Fruit and fruit products,A.01.000544,20,19,181.26,168.62,0.00,1.84,162.86,384.55,727.76,727.76,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,Danish Dietary Survey,Very elderly,Meat and meat products (including edible offal),A.01.000727,20,20,117.36,52.67,57.43,64.57,100.13,201.62,237.83,237.83,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,Danish Dietary Survey,Very elderly,Fish and other seafood (including amphibians. rept,A.01.000876,20,19,28.65,27.41,0.00,2.14,20.23,66.32,120.80,120.80,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,Danish Dietary Survey,Very elderly,Milk and dairy products,A.01.000948,20,20,410.66,190.69,171.88,224.70,420.45,573.52,1.038.57,1.038.57,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,Danish Dietary Survey,Very elderly,Eggs and egg products,A.01.001252,20,19,15.40,9.87,0.00,4.54,13.76,25.47,47.05,47.05,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,Danish Dietary Survey,Very elderly,Sugar and confectionary,A.01.001267,20,19,34.25,22.76,0.00,5.17,35.22,64.62,93.52,93.52,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,Danish Dietary Survey,Very elderly,Animal and vegetable fats and oils,A.01.001346,20,20,37.82,25.40,8.22,13.79,27.66,80.07,104.97,104.97,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,Danish Dietary Survey,Very elderly,Fruit and vegetable juices,A.01.001394,20,13,80.70,94.53,0.00,0.00,27.14,257.14,257.14,257.14,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,Danish Dietary Survey,Very elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,20,20,960.00,466.31,342.86,400.00,842.86,1.542.86,2.057.14,2.057.14,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,Danish Dietary Survey,Very elderly,Alcoholic beverages,A.01.001534,20,18,335.54,328.39,0.00,0.00,245.00,758.57,1.281.43,1.281.43,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,Danish Dietary Survey,Very elderly,Drinking water (water without any additives except,A.01.001573,20,20,573.24,457.35,24.94,31.33,508.22,1.450.62,1.539.48,1.539.48,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,Danish Dietary Survey,Very elderly,Herbs. spices and condiments,A.01.001580,20,20,8.80,10.33,1.73,1.79,5.18,17.11,48.60,48.60,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,Danish Dietary Survey,Very elderly,Food for infants and small children,A.01.001715,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,Danish Dietary Survey,Very elderly,Products for special nutritional use,A.01.001748,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,Danish Dietary Survey,Very elderly,Composite food (including frozen products),A.01.001789,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,Danish Dietary Survey,Very elderly,Snacks. desserts. and other foods,A.01.001877,20,5,4.36,9.41,0.00,0.00,0.00,21.43,35.71,35.71,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Infants,Grains and grain-based products,A.01.000001,826,787,51.63,36.76,0.54,5.59,47.62,116.98,130.20,144.31, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Infants,Vegetables and vegetable products (including fungi,A.01.000317,826,781,31.96,25.69,0.00,4.08,27.83,77.59,96.39,113.57, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Infants,Starchy roots and tubers,A.01.000467,826,773,39.07,32.18,0.00,3.52,32.94,99.49,120.60,142.86, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Infants,Legumes. nuts and oilseeds,A.01.000486,826,680,6.78,7.32,0.00,0.00,4.54,20.26,24.84,31.53, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Infants,Fruit and fruit products,A.01.000544,826,773,70.70,59.84,0.00,4.29,58.51,181.37,213.88,245.90, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Infants,Meat and meat products (including edible offal),A.01.000727,826,697,19.29,17.98,0.00,0.00,16.08,54.34,60.46,77.71, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Infants,Fish and other seafood (including amphibians. rept,A.01.000876,826,537,5.28,7.09,0.00,0.00,2.46,19.66,24.73,29.30, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Infants,Milk and dairy products,A.01.000948,826,797,307.56,257.32,4.01,28.57,256.72,913.13,947.66,1.034.36, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Infants,Eggs and egg products,A.01.001252,826,500,1.35,2.73,0.00,0.00,0.21,6.08,9.92,14.81, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Infants,Sugar and confectionary,A.01.001267,826,706,3.55,4.42,0.00,0.00,2.02,12.13,14.95,18.68, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Infants,Animal and vegetable fats and oils,A.01.001346,826,787,10.75,7.55,0.10,1.49,9.88,24.79,28.96,35.95, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Infants,Fruit and vegetable juices,A.01.001394,826,226,4.92,16.45,0.00,0.00,0.00,28.57,54.98,82.86, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Infants,Non-alcoholic beverages (excepting milk based beve,A.01.001470,826,75,3.58,20.10,0.00,0.00,0.00,14.29,42.86,100.00, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Infants,Alcoholic beverages,A.01.001534,826,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Infants,Drinking water (water without any additives except,A.01.001573,826,823,304.65,188.63,58.41,100.39,268.02,688.68,761.92,855.13, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Infants,Herbs. spices and condiments,A.01.001580,826,621,0.67,1.34,0.00,0.00,0.18,2.94,4.57,6.92, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Infants,Food for infants and small children,A.01.001715,826,744,255.09,242.07,0.00,0.64,182.23,704.29,816.51,930.81, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Infants,Products for special nutritional use,A.01.001748,826,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Infants,Composite food (including frozen products),A.01.001789,826,9,0.14,1.62,0.00,0.00,0.00,0.00,0.00,2.46, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Infants,Snacks. desserts. and other foods,A.01.001877,826,336,4.81,12.87,0.00,0.00,0.00,26.14,34.21,56.57, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Toddlers,Grains and grain-based products,A.01.000001,917,917,121.73,37.55,58.53,74.29,121.71,181.77,200.12,218.51, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Toddlers,Vegetables and vegetable products (including fungi,A.01.000317,917,917,54.72,34.79,10.13,16.58,48.83,119.76,141.09,162.45, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Toddlers,Starchy roots and tubers,A.01.000467,917,881,25.69,22.87,0.07,1.74,19.58,70.80,83.11,92.71, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Toddlers,Legumes. nuts and oilseeds,A.01.000486,917,670,2.95,4.26,0.00,0.00,1.51,11.18,14.64,20.77, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Toddlers,Fruit and fruit products,A.01.000544,917,915,108.96,60.52,23.24,39.65,102.29,220.33,259.85,286.62, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Toddlers,Meat and meat products (including edible offal),A.01.000727,917,914,48.44,23.53,16.02,21.48,45.82,91.10,105.08,116.97, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Toddlers,Fish and other seafood (including amphibians. rept,A.01.000876,917,807,8.51,8.70,0.00,0.00,6.38,25.40,29.66,35.35, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Toddlers,Milk and dairy products,A.01.000948,917,917,427.57,161.16,171.04,237.27,422.69,682.98,746.84,829.05, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Toddlers,Eggs and egg products,A.01.001252,917,902,6.62,6.42,0.47,0.87,4.62,19.72,26.13,30.03, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Toddlers,Sugar and confectionary,A.01.001267,917,905,14.32,10.97,1.01,2.84,11.69,36.70,41.84,48.68, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Toddlers,Animal and vegetable fats and oils,A.01.001346,917,917,17.60,8.15,5.94,7.95,16.88,32.61,36.88,40.21, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Toddlers,Fruit and vegetable juices,A.01.001394,917,817,50.22,69.83,0.00,0.00,30.00,162.86,211.43,278.57, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Toddlers,Non-alcoholic beverages (excepting milk based beve,A.01.001470,917,481,28.12,50.20,0.00,0.00,4.76,114.29,150.00,214.29, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Toddlers,Alcoholic beverages,A.01.001534,917,5,0.07,1.12,0.00,0.00,0.00,0.00,0.00,0.00, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Toddlers,Drinking water (water without any additives except,A.01.001573,917,917,376.66,180.46,137.93,181.20,352.98,687.72,790.55,971.12, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Toddlers,Herbs. spices and condiments,A.01.001580,917,917,4.78,5.07,0.47,0.76,3.15,13.93,18.29,23.30, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Toddlers,Food for infants and small children,A.01.001715,917,94,10.95,53.49,0.00,0.00,0.00,42.61,173.81,315.16, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Toddlers,Products for special nutritional use,A.01.001748,917,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Toddlers,Composite food (including frozen products),A.01.001789,917,33,0.50,3.25,0.00,0.00,0.00,0.00,7.14,18.76, 
Denmark,Danish National Dietary survey among infants and young children 2006-2007,Toddlers,Snacks. desserts. and other foods,A.01.001877,917,754,12.87,14.98,0.00,0.00,8.29,40.71,52.74,68.21, 
Denmark,The Danish National Dietary survey 2005-2008,Other children,Grains and grain-based products,A.01.000001,298,298,194.95,56.22,116.76,133.80,189.56,304.16,324.18,380.85,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Other children,Vegetables and vegetable products (including fungi,A.01.000317,298,298,138.06,87.03,34.64,43.20,122.07,309.92,399.96,435.46,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Other children,Starchy roots and tubers,A.01.000467,298,292,58.34,47.33,2.90,11.10,45.88,147.36,177.87,251.16,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Other children,Legumes. nuts and oilseeds,A.01.000486,298,236,4.89,8.07,0.00,0.00,1.63,21.15,27.28,41.30,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Other children,Fruit and fruit products,A.01.000544,298,295,147.85,100.20,15.20,38.92,131.07,364.77,423.58,449.77,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Other children,Meat and meat products (including edible offal),A.01.000727,298,298,98.33,39.37,43.48,53.69,93.72,170.69,199.33,228.54,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Other children,Fish and other seafood (including amphibians. rept,A.01.000876,298,242,12.69,13.52,0.00,0.00,8.34,40.55,49.34,53.35,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Other children,Milk and dairy products,A.01.000948,298,298,512.63,248.35,142.23,224.47,495.90,966.50,1.057.70,1.322.45,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Other children,Eggs and egg products,A.01.001252,298,297,13.44,11.03,1.73,2.63,9.97,36.34,41.94,50.67,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Other children,Sugar and confectionary,A.01.001267,298,298,38.36,20.59,10.17,14.39,33.95,77.92,85.91,107.29,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Other children,Animal and vegetable fats and oils,A.01.001346,298,298,28.49,13.16,10.77,14.67,26.16,54.86,59.60,65.92,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Other children,Fruit and vegetable juices,A.01.001394,298,286,87.65,100.61,0.26,2.06,53.97,272.69,326.63,514.29,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Other children,Non-alcoholic beverages (excepting milk based beve,A.01.001470,298,289,171.93,152.69,6.51,19.54,130.31,510.80,546.57,753.09,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Other children,Alcoholic beverages,A.01.001534,298,13,1.23,9.30,0.00,0.00,0.00,0.00,5.19,70.71,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Other children,Drinking water (water without any additives except,A.01.001573,298,298,615.23,374.04,147.50,208.02,553.75,1.338.62,1.522.89,1.831.53,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Other children,Herbs. spices and condiments,A.01.001580,298,298,12.54,9.83,1.62,3.00,10.06,31.43,39.93,47.63,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Other children,Food for infants and small children,A.01.001715,298,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Other children,Products for special nutritional use,A.01.001748,298,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Other children,Composite food (including frozen products),A.01.001789,298,12,0.41,2.92,0.00,0.00,0.00,0.00,2.51,23.45,Number of observations lower than 300. the 99th may not be statistically robust
